year	Week	Precipitation	MinTemp
1997	36	3.6	6.342857143
1997	37	0.971428571	3.728571429
1997	38	2.714285714	5.671428571
1997	39	0.314285714	2.3
1997	40	0.571428571	4.128571429
1997	41	1.571428571	5.657142857
1997	42	0	4.2
1997	43	0	5.685714286
1997	44	1.171428571	10.18571429
1997	45	0.657142857	9.371428571
1997	46	0.685714286	9.757142857
1997	47	0	10.24285714
1997	48	0.342857143	14.32857143
1997	49	0.114285714	13.5
1997	50	1.257142857	11.62857143
1997	51	0.028571429	13.98571429
1997	52	0	13.72857143
1998	1	0.971428571	15.18571429
1998	2	0.714285714	15.67142857
1998	3	0.285714286	15.55714286
1998	4	1.285714286	12.8
1998	5	0.028571429	13.98571429
1998	6	5.4	16.01428571
1998	7	0	11.72857143
1998	8	0	10.92857143
1998	9	0.371428571	14.2
1998	10	0.028571429	9.528571429
1998	11	0.171428571	11.15714286
1998	12	0	12.72857143
1998	13	0	7.614285714
1998	14	0	7.928571429
1998	15	2.628571429	8.428571429
1998	16	4.685714286	9.014285714
1998	17	0.028571429	8.528571429
1998	18	4.342857143	8.828571429
1998	19	0	3.357142857
1998	20	0.542857143	9.557142857
1998	21	0.514285714	2.685714286
1998	22	0	1.485714286
1998	23	5.314285714	3.4
1998	24	0	0.914285714
1998	25	11.11428571	0.914285714
1998	26	0.342857143	0.457142857
1998	27	1.771428571	-1.128571429
1998	28	0.171428571	-1.857142857
1998	29	4.571428571	0.742857143
1998	30	3.457142857	4.042857143
1998	31	2.914285714	0.185714286
1998	32	1.971428571	4.757142857
1998	33	7.8	5.857142857
1998	34	4.2	4.542857143
1998	35	0.057142857	1.842857143
1998	36	3.342857143	5.471428571
1998	37	1.571428571	7.614285714
1998	38	2.057142857	4.9
1998	39	1.171428571	6.242857143
1998	40	4.428571429	9.057142857
1998	41	0.914285714	3.471428571
1998	42	2.714285714	6.214285714
1998	43	0.371428571	4.228571429
1998	44	0.114285714	3.085714286
1998	45	3.685714286	11.28571429
1998	46	7.228571429	11.44285714
1998	47	0.114285714	6.928571429
1998	48	0.228571429	5.628571429
1998	49	0	10.05714286
1998	50	1.028571429	15.4
1998	51	0	13.12857143
1998	52	0.942857143	11.4
1999	1	1.6	15.07142857
1999	2	2.742857143	16.14285714
1999	3	0.114285714	16.18571429
1999	4	6.142857143	14.77142857
1999	5	3.314285714	13.4
1999	6	0.171428571	13.5
1999	7	1.028571429	13.84285714
1999	8	0.228571429	10.24285714
1999	9	0.542857143	14.97142857
1999	10	0.142857143	10.55714286
1999	11	0.457142857	11.74285714
1999	12	6.257142857	12.24285714
1999	13	2.714285714	9.585714286
1999	14	7.685714286	9
1999	15	0	7.528571429
1999	16	0	3.885714286
1999	17	0	2
1999	18	0	0.714285714
1999	19	0.2	3.657142857
1999	20	0.571428571	-0.4
1999	21	0.742857143	5.928571429
1999	22	1.771428571	2.157142857
1999	23	3.428571429	2.328571429
1999	24	0.885714286	-0.742857143
1999	25	0.8	1.05
1999	26	0.2	-0.757142857
1999	27	0.085714286	-3.3
1999	28	0.342857143	4.185714286
1999	29	1.742857143	3.628571429
1999	30	0.028571429	-3.571428571
1999	31	0.228571429	-3.514285714
1999	32	3.057142857	0.957142857
1999	33	0.828571429	0.314285714
1999	34	0	1.057142857
1999	35	2.628571429	5.114285714
1999	36	2.542857143	2.328571429
1999	37	0	1.514285714
1999	38	5.571428571	3.014285714
1999	39	1.857142857	8.771428571
1999	40	8.857142857	9.885714286
1999	41	0.428571429	7.8
1999	42	4.885714286	6.142857143
1999	43	0.914285714	6.871428571
1999	44	0.085714286	6.985714286
1999	45	2.742857143	5.885714286
1999	46	0.714285714	6.414285714
1999	47	2.4	7.285714286
1999	48	0.142857143	8.228571429
1999	49	3.285714286	13.08571429
1999	50	2.057142857	9.957142857
1999	51	1	9.257142857
1999	52	13.51428571	12.11428571
2000	1	0.028571429	9.8
2000	2	0.028571429	10.82857143
2000	3	0	13.31428571
2000	4	5.057142857	9.585714286
2000	5	0	12.05714286
2000	6	0	14.97142857
2000	7	0.428571429	11.47142857
2000	8	1.657142857	15.21428571
2000	9	0	13.95714286
2000	10	2.8	14.72857143
2000	11	0.457142857	15.42857143
2000	12	2.828571429	14.32857143
2000	13	0.114285714	9.657142857
2000	14	5.485714286	9.814285714
2000	15	0.142857143	8.014285714
2000	16	3.142857143	5.242857143
2000	17	0.028571429	2.071428571
2000	18	5.4	10.77142857
2000	19	0.142857143	2.628571429
2000	20	0.571428571	2.242857143
2000	21	0.114285714	-1.014285714
2000	22	2.085714286	0.3
2000	23	0.428571429	-3.642857143
2000	24	0	-2.757142857
2000	25	2.514285714	3.185714286
2000	26	0.857142857	0.171428571
2000	27	1.542857143	2.771428571
2000	28	0.457142857	-1.271428571
2000	29	1.714285714	0.014285714
2000	30	0.714285714	0.5
2000	31	0	-3.828571429
2000	32	3.857142857	2.085714286
2000	33	1.971428571	0
2000	34	2.2	1.342857143
2000	35	1.2	3.371428571
2000	36	2.028571429	2.2
2000	37	1.114285714	1.971428571
2000	38	0.028571429	5.357142857
2000	39	8.885714286	8.114285714
2000	40	0.171428571	3.6
2000	41	1.285714286	7.2
2000	42	5.714285714	6.528571429
2000	43	0.971428571	9.685714286
2000	44	2.885714286	6.585714286
2000	45	2.257142857	8.2
2000	46	6.428571429	12.94285714
2000	47	5.2	11.94285714
2000	48	2.514285714	14.21428571
2000	49	1.628571429	10.18571429
2000	50	0.085714286	13.34285714
2000	51	0.314285714	13.17142857
2000	52	0	11.4
2001	1	0.685714286	12.95714286
2001	2	0.142857143	12.7
2001	3	0.057142857	13.92857143
2001	4	4.857142857	18.12857143
2001	5	0.028571429	16
2001	6	9.971428571	17.07142857
2001	7	2.771428571	13.51428571
2001	8	0	14.05714286
2001	9	1.257142857	14.14285714
2001	10	0.028571429	12.18571429
2001	11	6.485714286	11.42857143
2001	12	0.428571429	10.02857143
2001	13	0	5.985714286
2001	14	0	7.371428571
2001	15	0.142857143	4.057142857
2001	16	0.771428571	7.314285714
2001	17	0.6	5.314285714
2001	18	0	4.385714286
2001	19	0	1.5
2001	20	0.114285714	2.228571429
2001	21	0.257142857	-1.128571429
2001	22	0	-2.514285714
2001	23	3.228571429	2.442857143
2001	24	1.171428571	2.014285714
2001	25	0.085714286	-1.428571429
2001	26	0.057142857	-2.814285714
2001	27	2.742857143	-1.842857143
2001	28	0.342857143	2.628571429
2001	29	0	-1.1
2001	30	2.428571429	3.871428571
2001	31	0.6	-1.314285714
2001	32	1.371428571	1.385714286
2001	33	0.485714286	3.242857143
2001	34	1.714285714	0.442857143
2001	35	5.685714286	3.085714286
2001	36	1.428571429	4.542857143
2001	37	6.028571429	3.928571429
2001	38	0.028571429	6.171428571
2001	39	0.257142857	4.685714286
2001	40	2.257142857	5.514285714
2001	41	2.914285714	5.5
2001	42	0.428571429	3.771428571
2001	43	0.914285714	6.414285714
2001	44	0	7.385714286
2001	45	5.8	8.5
2001	46	0.057142857	8.128571429
2001	47	0.342857143	6.428571429
2001	48	0.285714286	10.64285714
2001	49	2.142857143	10.91428571
2001	50	0	12.08571429
2001	51	0	13.24285714
2001	52	0.028571429	8.785714286
2002	1	1.428571429	12.31428571
2002	2	0	10.52857143
2002	3	1.714285714	13.31428571
2002	4	0.628571429	15.12857143
2002	5	4.428571429	16.78571429
2002	6	15.08571429	11.85714286
2002	7	9.142857143	13.64285714
2002	8	1.485714286	13.67142857
2002	9	0	11.91428571
2002	10	0	10.95714286
2002	11	0	10.8
2002	12	0	8.214285714
2002	13	5.828571429	11.04285714
2002	14	0	7.257142857
2002	15	2.4	9.757142857
2002	16	0.628571429	10.31428571
2002	17	0	5.971428571
2002	18	0	3.4
2002	19	0	1.171428571
2002	20	3.714285714	5.757142857
2002	21	0.142857143	3.042857143
2002	22	0.028571429	-1.214285714
2002	23	1.885714286	2.614285714
2002	24	3.657142857	6.428571429
2002	25	0	1.385714286
2002	26	0.257142857	-2.128571429
2002	27	1.657142857	2.528571429
2002	28	0.028571429	-2.785714286
2002	29	0.142857143	-2.814285714
2002	30	0.457142857	-1.1
2002	31	1.514285714	1.057142857
2002	32	0.314285714	1.914285714
2002	33	0.771428571	-1.614285714
